ts_code,name
970148.OF,银河水星双季增利六个月持有A
011901.OF,南方竞争优势A
015389.OF,宝盈转型动力C
014266.OF,创金合信汇鑫一年定开
013650.OF,华安乾煜A
014821.OF,华安创新医药锐选量化C
014829.OF,诺德新能源汽车A
014830.OF,诺德新能源汽车C
014820.OF,华安创新医药锐选量化A
013842.OF,银华新锐成长A
015442.OF,建信福泽安泰C
013843.OF,银华新锐成长C
014361.OF,红塔红土稳健添利C
015352.OF,中欧诚选一年持有A
014264.OF,鑫元长三角区域主题C
013891.OF,国泰睿毅三年持有C
014263.OF,鑫元长三角区域主题A
015353.OF,中欧诚选一年持有C
012990.OF,天弘国证港股通50C
012989.OF,天弘国证港股通50A
013420.OF,富国鑫汇养老目标日期2045五年持有A
013670.OF,国联安恒泰3个月定开纯债
014338.OF,中银证券安瑞6个月持有C
014337.OF,中银证券安瑞6个月持有A
015331.OF,恒生前海恒利纯债A
015082.OF,兴业90天滚动中短债C
015332.OF,恒生前海恒利纯债C
013890.OF,国泰睿毅三年持有A
015081.OF,兴业90天滚动中短债A
015086.OF,中欧核心消费C
970140.OF,国元元赢30天持有A
560880.SH,家电ETF龙头
015085.OF,中欧核心消费A
970141.OF,国元元赢30天持有C
014360.OF,红塔红土稳健添利A
014841.OF,东方阿尔法医疗健康A
014842.OF,东方阿尔法医疗健康C
012962.OF,招商创业板大盘联接C
013001.OF,广发盛泽一年持有期C
013062.OF,国寿安保安诚纯债一年定开
013000.OF,广发盛泽一年持有期A
012961.OF,招商创业板大盘联接A
014475.OF,华富富鑫一年定开
014464.OF,交银裕道纯债一年定开
014870.OF,方正富邦稳丰一年定开
014630.OF,汇添富中证人工智能主题联接A
014807.OF,宏利景气智选18个月持有A
014631.OF,汇添富中证人工智能主题联接C
014808.OF,宏利景气智选18个月持有C
014214.OF,光大核心资产A
014215.OF,光大核心资产C
015387.OF,中欧沪深300指数增强A
014218.OF,汇添富中证科创创业50指数增强A
014219.OF,汇添富中证科创创业50指数增强C
015388.OF,中欧沪深300指数增强C
015052.OF,东方红医疗升级A
015053.OF,东方红医疗升级C
970145.OF,财达证券稳达中短债C
970147.OF,财达证券稳达三个月滚动C
014016.OF,中信建投品质优选一年持有A
014017.OF,中信建投品质优选一年持有C
013673.OF,国联安恒悦90天持有C
013672.OF,国联安恒悦90天持有A
013399.OF,大成稳益90天滚动A
013401.OF,大成稳益90天滚动E
013400.OF,大成稳益90天滚动C
014076.OF,华商鸿源三个月定开纯债
970144.OF,财达证券稳达中短债A
970146.OF,财达证券稳达三个月滚动A
015468.OF,嘉实农业产业C
014707.OF,华富匠心明选一年持有C
015423.OF,浦银安盛普裕一年定开
004864.OF,泰康现金管家货币D
014706.OF,华富匠心明选一年持有A
013576.OF,鹏扬品质精选C
014814.OF,格林泓皓纯债
015304.OF,鹏扬丰融价值先锋一年持有C
013575.OF,鹏扬品质精选A
014734.OF,广发睿合A
015303.OF,鹏扬丰融价值先锋一年持有A
014735.OF,广发睿合C
013928.OF,银华尊和养老目标日期2045三年持有A
014948.OF,融通新能源C
014772.OF,中泰红利价值一年持有
013762.OF,中欧星选一年持有C
011318.OF,光大中短期利率债
004964.OF,银华惠添益C
014771.OF,中泰红利优选一年持有
015456.OF,信澳领先增长C
013761.OF,中欧星选一年持有A
014912.OF,南方信元A
014938.OF,同泰产业升级A
014939.OF,同泰产业升级C
015484.OF,前海开源中证大农业增强C
161133.SZ,优势回报FOF-LOF
015462.OF,天弘云端生活优选C
015156.OF,浦银安盛稳健回报6个月持有C
015336.OF,嘉实中证芯片产业A
015312.OF,国金及第中短债B
015461.OF,天弘互联网C
159831.SZ,上海金ETF基金
013775.OF,易方达趋势优选C
013774.OF,易方达趋势优选A
014333.OF,工银优势领航A
014334.OF,工银优势领航C
015455.OF,信澳周期动力C
014176.OF,工银价值成长C
015463.OF,天弘永定成长C
014175.OF,工银价值成长A
015337.OF,嘉实中证芯片产业C
015459.OF,天弘精选C
015460.OF,天弘优质成长企业精选C
015458.OF,天弘周期策略C
015270.OF,南方养老目标日期2050五年持有A
015155.OF,浦银安盛稳健回报6个月持有A
015450.OF,华泰柏瑞多策略C
015475.OF,天弘文化新兴产业C
015232.OF,富国智选稳进3个月持有C
015274.OF,英大安益中短债A
013965.OF,达诚定海双月享60天滚动C
015143.OF,中欧智能制造A
014478.OF,中加低碳经济六个月持有A
014479.OF,中加低碳经济六个月持有C
015144.OF,中欧智能制造C
015231.OF,富国智选稳进3个月持有A
015406.OF,国寿安保稳信E
015407.OF,国寿安保稳弘E
014576.OF,农银汇理瑞丰6个月持有
015275.OF,英大安益中短债C
013964.OF,达诚定海双月享60天滚动A
015383.OF,长城久富C
015295.OF,申万菱信鑫享稳健A
015296.OF,申万菱信鑫享稳健C
015436.OF,建信优化配置C
014911.OF,东方红短债C
014910.OF,东方红短债A
014503.OF,泰信汇盈C
014511.OF,英大安盈30天滚动A
014512.OF,英大安盈30天滚动C
015211.OF,招商安鼎平衡1年持有A
015212.OF,招商安鼎平衡1年持有C
014502.OF,泰信汇盈A
013719.OF,兴银稳益30天持有C
013213.OF,兴业嘉鸿一年定开
014806.OF,国金量化精选C
014805.OF,国金量化精选A
159833.SZ,上海金基金ETF
015385.OF,华商智能生活C
014999.OF,华泰保兴吉年盈A
015439.OF,长盛安逸纯债E
013718.OF,兴银稳益30天持有A
015000.OF,华泰保兴吉年盈C
014676.OF,惠升和顺恒利3个月定开C
014653.OF,建信卓越成长一年持有A
014654.OF,建信卓越成长一年持有C
014675.OF,惠升和顺恒利3个月定开A
013856.OF,嘉实品质发现C
013855.OF,嘉实品质发现A
014709.OF,天弘臻选健康C
013614.OF,泰信鑫瑞A
014708.OF,天弘臻选健康A
015384.OF,万家瑞隆C
015390.OF,万家瑞兴C
013615.OF,泰信鑫瑞C
013039.OF,海富通欣润A
014553.OF,中航瑞华ESG一年定开C
015365.OF,中银动态策略C
015386.OF,中银主题策略C
014552.OF,中航瑞华ESG一年定开A
013040.OF,海富通欣润C
014196.OF,泰信添利30天持有C
013409.OF,蜂巢丰和C
014195.OF,泰信添利30天持有A
013408.OF,蜂巢丰和A
015394.OF,交银科技创新C
015395.OF,招商体育文化休闲C
014316.OF,鹏华双季享180天持有C
015396.OF,南方潜力新蓝筹C
014315.OF,鹏华双季享180天持有A
013737.OF,嘉实短债A
013738.OF,嘉实短债C
015222.OF,汇添富积极回报一年持有C
014284.OF,鑫元皓利一年定开
014904.OF,易方达悦稳一年持有A
013696.OF,广发安裕稳健养老目标一年持有A
015221.OF,汇添富积极回报一年持有A
014905.OF,易方达悦稳一年持有C
015279.OF,东财沪深300联接C
013054.OF,天弘国证龙头家电C
012959.OF,平安盈悦稳进回报1年持有A
012854.OF,英大中证ESG120策略A
013053.OF,天弘国证龙头家电A
012855.OF,英大中证ESG120策略C
012960.OF,平安盈悦稳进回报1年持有C
012999.OF,招商稳旺C
517900.SH,银行ETF优选
013158.OF,华夏安康稳健养老目标一年持有A
012998.OF,招商稳旺A
014914.OF,博时研究回报C
013983.OF,中金稳健增长A
014913.OF,博时研究回报A
013984.OF,中金稳健增长C
014696.OF,长盛先进制造六个月持有期C
014695.OF,长盛先进制造六个月持有期A
852089.OF,海通鑫诚六个月持有A
015398.OF,招商安润C
015089.OF,中银景福回报C
015308.OF,鑫元安鑫回报D
015278.OF,东财沪深300联接A
014845.OF,中银新趋势C
852099.OF,海通鑫诚六个月持有C
513070.SH,港股消费ETF易方达
013495.OF,信澳产业优选一年持有A
013496.OF,信澳产业优选一年持有C
015356.OF,西部利得新润C
015323.OF,广发集源E
012992.OF,大成民享安盈一年持有期C
012991.OF,大成民享安盈一年持有期A
014489.OF,国投瑞银产业升级两年持有C
013873.OF,平安中证医药及医疗器械创新A
015370.OF,华泰柏瑞季季红C
014488.OF,国投瑞银产业升级两年持有A
015322.OF,广发鑫享C
013874.OF,平安中证医药及医疗器械创新C
015361.OF,西部利得新盈C
014031.OF,南方发展机遇一年持有A
014032.OF,南方发展机遇一年持有C
013827.OF,华泰柏瑞鸿益30天滚动短债A
014741.OF,财通资管鸿商中短债C
015346.OF,摩根健康品质生活C
015380.OF,国泰瞬利E
015379.OF,国泰瞬利D
015008.OF,汇安永利30天持有A
015009.OF,汇安永利30天持有C
013828.OF,华泰柏瑞鸿益30天滚动短债C
015141.OF,华泰紫金周周购6个月滚动A
015142.OF,华泰紫金周周购6个月滚动C
014740.OF,财通资管鸿商中短债A
014922.OF,华夏ESG可持续投资一年持有A
014620.OF,财通资管稳兴增益六个月持有C
012843.OF,海富通恒益金融债一年定开
013015.OF,海富通惠鑫A
015033.OF,国联医药消费C
014619.OF,财通资管稳兴增益六个月持有A
015032.OF,国联医药消费A
014923.OF,华夏ESG可持续投资一年持有C
014973.OF,景顺长城景泰悦利三个月定开纯债A
014974.OF,景顺长城景泰悦利三个月定开纯债C
014705.OF,国泰君安君得利短债C
015110.OF,惠升领先优选A
952001.OF,国泰君安君得利短债A
015111.OF,惠升领先优选C
013016.OF,海富通惠鑫C
015099.OF,中欧鑫享鼎益一年持有C
013693.OF,博道盛兴一年持有
015098.OF,中欧鑫享鼎益一年持有A
014492.OF,浙商汇金兴利增强A
014616.OF,尚正正鑫C
517780.SH,红300ETF
014774.OF,华安品质领先C
014295.OF,农银汇理金穗优选6个月持有A
013096.OF,安信远见成长C
014773.OF,华安品质领先A
013095.OF,安信远见成长A
562520.SH,中证1000成长ETF
014559.OF,华商品质慧选C
014493.OF,浙商汇金兴利增强C
014327.OF,格林新兴产业A
014006.OF,中银养老目标日期2050五年持有
014943.OF,鹏华中证细分化工产业主题联接C
014558.OF,华商品质慧选A
014328.OF,格林新兴产业C
014615.OF,尚正正鑫A
014818.OF,国金新兴价值A
014296.OF,农银汇理金穗优选6个月持有C
015005.OF,中邮能源革新C
015004.OF,中邮能源革新A
014819.OF,国金新兴价值C
014942.OF,鹏华中证细分化工产业主题联接A
015225.OF,汇添富中证细分化工产业主题指数增强A
015226.OF,汇添富中证细分化工产业主题指数增强C
015140.OF,泰康医疗健康C
015139.OF,泰康医疗健康A
015203.OF,汇添富全球移动互联D
015202.OF,汇添富全球移动互联C
013760.OF,招商精选平衡C
015194.OF,汇添富新兴消费C
015198.OF,汇添富移动互联C
015195.OF,汇添富新兴消费D
015179.OF,汇添富美丽30C
015197.OF,汇添富智能制造D
159776.SZ,港股通医药ETF
013759.OF,招商精选平衡A
015182.OF,汇添富逆向投资D
015188.OF,汇添富消费升级D
015181.OF,汇添富逆向投资C
015191.OF,汇添富行业整合主题D
015187.OF,汇添富消费升级C
015309.OF,国投瑞银境煊E
015183.OF,汇添富文体娱乐主题C
015196.OF,汇添富智能制造C
015199.OF,汇添富移动互联D
015180.OF,汇添富美丽30D
015184.OF,汇添富文体娱乐主题D
015192.OF,汇添富社会责任C
015193.OF,汇添富社会责任D
015190.OF,汇添富行业整合主题C
014765.OF,中欧碳中和A
015107.OF,百嘉百顺纯债C
014766.OF,中欧碳中和C
013109.OF,华夏优势价值一年持有A
159787.SZ,建材ETF易方达
013110.OF,华夏优势价值一年持有C
015106.OF,百嘉百顺纯债A
014606.OF,招商高端装备A
014607.OF,招商高端装备C
015049.OF,招商添安1年定开
013824.OF,汇丰晋信慧悦
015176.OF,申万菱信医药生物C
015208.OF,信澳健康中国C
517500.SH,游戏沪港深ETF
513320.SH,恒生新经济ETF
013909.OF,银华尊禧稳健养老一年持有A
014752.OF,长信稳健增长一年持有A
014753.OF,长信稳健增长一年持有C
560600.SH,医药创新ETF
013398.OF,上银稳健优选12个月持有C
015254.OF,申万菱信消费增长C
159834.SZ,金ETF
513960.SH,港股通消费ETF
159796.SZ,电池50ETF
015271.OF,财通多策略升级C
014399.OF,中银民利一年持有A
014400.OF,中银民利一年持有C
013397.OF,上银稳健优选12个月持有A
015248.OF,国泰君安60天滚动中短债A
952050.OF,国泰君安60天滚动中短债B
015249.OF,国泰君安60天滚动中短债C
015175.OF,申万菱信稳益宝C
015171.OF,申万菱信医药先锋C
013994.OF,中欧光熠一年持有C
015007.OF,中欧量化动力C
012590.OF,易方达中证全指证券公司ETF联接A
159832.SZ,平安金ETF
013993.OF,中欧光熠一年持有A
014662.OF,天弘上海金联接C
013624.OF,嘉实价值创造三年持有A
013625.OF,嘉实价值创造三年持有C
015103.OF,东方红ESG可持续投资C
012813.OF,国富鑫颐收益C
014508.OF,汇添富先进制造A
012812.OF,国富鑫颐收益A
015102.OF,东方红ESG可持续投资A
014509.OF,汇添富先进制造C
015011.OF,嘉合锦鑫C
012700.OF,易方达中证全指证券公司ETF联接C
014661.OF,天弘上海金联接A
015010.OF,嘉合锦鑫A
012289.OF,泰康沪港深成长C
015006.OF,中欧量化动力A
014813.OF,浙商大数据智选消费C
013847.OF,华泰柏瑞匠心汇选A
014889.OF,东方红锦融甄选18个月持有C
015012.OF,浦银安盛安弘回报一年持有A
013269.OF,交银瑞和三年持有
013848.OF,华泰柏瑞匠心汇选C
970139.OF,银河安益9个月持有C
015013.OF,浦银安盛安弘回报一年持有C
012288.OF,泰康沪港深成长A
014888.OF,东方红锦融甄选18个月持有A
970138.OF,银河安益9个月持有A
014351.OF,华商卓越成长一年持有C
015167.OF,申万菱信可转债C
014177.OF,华安景气驱动一年持有A
012993.OF,汇添富品牌力一年持有A
014350.OF,华商卓越成长一年持有A
012904.OF,摩根鑫睿优选一年持有
012994.OF,汇添富品牌力一年持有C
013070.OF,华夏彭博中国政策性银行债A
014178.OF,华安景气驱动一年持有C
015096.OF,东财数字经济优选A
012733.OF,易方达中证人工智能主题ETF联接A
012734.OF,易方达中证人工智能主题ETF联接C
013897.OF,德邦港股通成长精选A
013898.OF,德邦港股通成长精选C
015030.OF,博时远见回报A
013071.OF,华夏彭博中国政策性银行债C
013995.OF,嘉实融惠A
015097.OF,东财数字经济优选C
014191.OF,广发先进制造A
015031.OF,博时远见回报C
014192.OF,广发先进制造C
013996.OF,嘉实融惠C
015157.OF,申万菱信行业轮动C
015177.OF,申万菱信深证成指C
015173.OF,申万菱信竞争优势C
970091.OF,安信资管瑞丰6个月持有B
970090.OF,安信资管瑞丰6个月持有A
970092.OF,安信资管瑞丰6个月持有C
012742.OF,工银瑞富一年定开
012795.OF,易方达裕兴3个月定开
013146.OF,兴银汇泓一年定开
012695.OF,汇添富国证生物医药ETF联接C
012694.OF,汇添富国证生物医药ETF联接A
014822.OF,中泰锦泉汇金
015245.OF,南华丰汇A
014879.OF,华安价值驱动一年持有C
014523.OF,汇添富低碳投资一年持有C
014878.OF,华安价值驱动一年持有A
014522.OF,汇添富低碳投资一年持有A
012946.OF,南方宝裕C
015165.OF,申万菱信量化成长C
012664.OF,国寿安保沪港深300ETF联接C
012945.OF,南方宝裕A
012663.OF,国寿安保沪港深300ETF联接A
013342.OF,工银核心机遇C
013341.OF,工银核心机遇A
015158.OF,申万菱信价值精选C
015178.OF,申万菱信中证申万证券C
015159.OF,申万菱信智能驱动C
015207.OF,万家鑫瑞D
012665.OF,国寿安保裕祥A
014555.OF,博时恒瑞C
012666.OF,国寿安保裕祥C
014246.OF,大摩现代服务业A
014247.OF,大摩现代服务业C
014554.OF,博时恒瑞A
159791.SZ,300ESGETF
013708.OF,永赢养老目标2040三年持有
014920.OF,银华心选一年持有C
012643.OF,招商中证红利ETF联接A
014919.OF,银华心选一年持有A
015170.OF,摩根核心成长C
015206.OF,招商安裕D
013766.OF,平安恒泰1年持有C
012644.OF,招商中证红利ETF联接C
013765.OF,平安恒泰1年持有A
014672.OF,富国裕利C
014671.OF,富国裕利A
014838.OF,兴银碳中和主题A
015147.OF,华夏兴融C
014839.OF,兴银碳中和主题C
015066.OF,华夏逸享健康C
014132.OF,华泰柏瑞聚优智选一年持有C
014980.OF,华安上证50联接C
014983.OF,华安中证银行联接C
014984.OF,华安中证全指证券公司联接C
014131.OF,华泰柏瑞聚优智选一年持有A
159788.SZ,港股通100ETF
015174.OF,摩根双核平衡C
015172.OF,摩根安全战略C
012757.OF,易方达中证龙头企业C
015065.OF,华夏乐享健康C
013335.OF,鹏华价值远航6个月持有C
013334.OF,鹏华价值远航6个月持有A
014647.OF,融通先进制造A
014861.OF,申万菱信双禧A
014569.OF,华夏聚盛优选一年持有C
012756.OF,易方达中证龙头企业A
