ts_code,name
009626.OF,浦银安盛养老2040三年持有
010252.OF,长江安享纯债18个月定开C
010667.OF,安信价值回报三年持有C
003431.OF,兴业中短债A
003430.OF,兴业中短债C
004839.OF,银华安颐中短债双月持有A
000791.OF,银华安颐中短债双月持有C
010497.OF,光大中债1-5年金融债A
009367.OF,浦银安盛科技创新一年定开C
009366.OF,浦银安盛科技创新一年定开A
010783.OF,德邦沪港深龙头A
009627.OF,天弘睿新三个月定开A
009628.OF,天弘睿新三个月定开C
010195.OF,博时睿祥15个月定开C
010784.OF,德邦沪港深龙头C
010194.OF,博时睿祥15个月定开A
010933.OF,中银稳汇短债E
010812.OF,中银战略新兴产业C
010991.OF,长盛同鑫行业配置C
010871.OF,中银信用增利C
010678.OF,中欧均衡成长A
010679.OF,中欧均衡成长C
010454.OF,交银内需增长一年持有
010554.OF,华安新兴消费A
009786.OF,华安锦源0-7年金融债3个月定开债
515290.SH,银行ETF天弘
010555.OF,华安新兴消费C
009581.OF,国寿安保中债3-5年政金债A
009582.OF,国寿安保中债3-5年政金债C
010661.OF,安信稳健聚申一年持有C
010986.OF,银华信用季季红C
008316.OF,蜂巢添跃66个月定开债
159825.SZ,农业ETF
159824.SZ,新能车ETF
009924.OF,中银中债1-5年期国开行
159827.SZ,农业50ETF
010973.OF,博时聚源纯债C
003880.OF,嘉实稳骏纯债
010177.OF,中加新兴消费C
010275.OF,嘉实优质精选A
010276.OF,嘉实优质精选C
010068.OF,工银双盈A
010418.OF,财通景气行业A
010069.OF,工银双盈C
010176.OF,中加新兴消费A
009435.OF,淳厚稳嘉C
009434.OF,淳厚稳嘉A
010459.OF,鑫元乾利
009957.OF,广发恒誉C
009956.OF,广发恒誉A
010755.OF,博道睿见一年持有
010666.OF,博时高端装备C
010335.OF,华宝竞争优势A
010665.OF,博时高端装备A
010671.OF,景顺长城大中华美元A
010487.OF,中银顺盈回报一年持有
970016.OF,中信建投价值增长A
970017.OF,中信建投价值增长C
110050.OF,易方达安和中短债C
515790.SH,光伏ETF
010299.OF,南方产业升级A
110051.OF,易方达安和中短债A
010300.OF,南方产业升级C
010210.OF,国泰中证计算机主题ETF联接C
010572.OF,易方达中证万得生物科技C
008225.OF,金元顺安泓丰87个月定开债C
515120.SH,创新药ETF
008224.OF,金元顺安泓丰87个月定开债A
010856.OF,民生加银恒泽
010015.OF,华夏鼎清C
010014.OF,华夏鼎清A
010585.OF,创金合信医药消费A
010586.OF,创金合信医药消费C
009531.OF,九泰锐和18个月定开
010841.OF,华宝红利精选C
010067.OF,方正富邦中证500指数增强C
010044.OF,天弘安康颐和C
010073.OF,方正富邦策略精选C
010367.OF,国联景瑞一年持有A
010072.OF,方正富邦策略精选A
010368.OF,国联景瑞一年持有C
873017.OF,广发资管全球精选一年持有C人民币
873013.OF,广发资管全球精选一年持有A人民币
873018.OF,广发资管全球精选一年持有A美元
873021.OF,广发资管全球精选一年持有C美元
010066.OF,方正富邦中证500指数增强A
010654.OF,天弘医药创新A
010043.OF,天弘安康颐和A
010481.OF,汇添富高质量成长精选2年持有
010655.OF,天弘医药创新C
010789.OF,汇添富恒生指数C
010621.OF,永赢泰宁63个月定开债
010842.OF,华宝科技先锋C
010323.OF,华安平衡养老目标三年持有A
009718.OF,招商增浩A
009719.OF,招商增浩C
010602.OF,长城均衡优选A
010423.OF,国投瑞银价值成长一年持有A
010424.OF,国投瑞银价值成长一年持有C
010548.OF,博时恒进6个月持有C
010547.OF,博时恒进6个月持有A
010722.OF,南方国企改革C
010883.OF,中信保诚智惠金C
010562.OF,永赢成长领航A
010563.OF,永赢成长领航C
010372.OF,大成成长进取C
010395.OF,融通稳健添盈A
872019.OF,广发资管平衡精选一年持有C
870009.OF,广发资管平衡精选一年持有A
010580.OF,长盛稳鑫63个月定开
010371.OF,大成成长进取A
010396.OF,融通稳健添盈C
010466.OF,鹏扬景创C
010465.OF,鹏扬景创A
010420.OF,民生加银成长优选
009575.OF,德邦安益6个月持有C
009558.OF,嘉实稳惠6个月持有A
009559.OF,嘉实稳惠6个月持有C
009813.OF,易方达悦兴一年持有C
009812.OF,易方达悦兴一年持有A
009574.OF,德邦安益6个月持有A
010627.OF,淳厚安心87个月定开
010677.OF,工银中证传媒C
010266.OF,兴全安泰稳健养老一年持有A
009200.OF,华安金享
010406.OF,安信中债1-3年政金债A
010407.OF,安信中债1-3年政金债C
900059.OF,中信证券成长动力C
900009.OF,中信证券成长动力A
010637.OF,财通安盈C
010636.OF,财通安盈A
010639.OF,上银聚远鑫87个月定开
010397.OF,中加瑞合
515320.SH,电子50ETF
010460.OF,兴业研究精选A
010088.OF,工银优质成长A
010089.OF,工银优质成长C
009433.OF,德邦科技创新一年定开C
009432.OF,德邦科技创新一年定开A
010124.OF,兴银景气优选A
010542.OF,国寿安保稳和6个月持有C
010125.OF,兴银景气优选C
010451.OF,广发恒悦E
010450.OF,广发恒悦C
010449.OF,广发恒悦A
010541.OF,国寿安保稳和6个月持有A
010168.OF,天弘安利短债A
010169.OF,天弘安利短债C
010753.OF,招商招旭纯债D
010486.OF,中航瑞晨87个月定开C
010485.OF,中航瑞晨87个月定开A
010675.OF,华夏创新未来18个月B
010672.OF,鹏华创新未来18个月B
010650.OF,易方达创新未来18个月B
010682.OF,中欧创新未来18个月B
010478.OF,景顺长城泰祥回报
010686.OF,汇添富创新未来18个月B
010549.OF,富国均衡策略
010685.OF,工银前沿医疗C
010687.OF,工银文体产业C
009909.OF,嘉实动力先锋A
010696.OF,工银金融地产C
009910.OF,嘉实动力先锋C
010550.OF,华商双擎领航
010346.OF,华泰柏瑞成长智选C
009950.OF,财通资管均衡价值一年持有
010345.OF,华泰柏瑞成长智选A
010501.OF,中泰青月安盈66个月定开债
010493.OF,中航瑞昱一年定开债A
010635.OF,天弘合益C
010494.OF,中航瑞昱一年定开债C
540005.OF,汇丰晋信平稳增利中短债A
010468.OF,国富恒博63个月定开债
010102.OF,西部利得鑫泓增强A
009325.OF,长城中债3-5年国开债C
009324.OF,长城中债3-5年国开债A
010087.OF,中邮纯债丰利C
010086.OF,中邮纯债丰利A
010103.OF,西部利得鑫泓增强C
010634.OF,天弘合益A
541005.OF,汇丰晋信平稳增利中短债C
010008.OF,国联成长优选A
010313.OF,上银鑫恒A
009654.OF,大成丰享回报C
009653.OF,大成丰享回报A
009992.OF,景顺长城量化成长演化A
010436.OF,富国双债增强C
010491.OF,鹏华高质量增长C
010435.OF,富国双债增强A
010490.OF,鹏华高质量增长A
009864.OF,招商景气优选A
010257.OF,天弘多利一年定开
009865.OF,招商景气优选C
010009.OF,国联成长优选C
010376.OF,国金鑫悦经济新动能C
010638.OF,银华信用精选15个月定开债
010557.OF,汇添富数字生活六个月持有
010375.OF,国金鑫悦经济新动能A
006864.OF,国联安核心资产策略
010006.OF,南方誉鼎一年持有期A
010007.OF,南方誉鼎一年持有期C
160144.OF,南方新兴消费C
010727.OF,建信现金增利货币B
010369.OF,大成卓享一年持有A
010370.OF,大成卓享一年持有C
005433.OF,申万菱信医药先锋A
010158.OF,汇安中证500增强C
010157.OF,汇安中证500增强A
0105061.OF,东方红睿玺三年C
952313.OF,国泰君安君得益三个月持有C
952013.OF,国泰君安君得益三个月持有A
510860.SH,兴业上证50ETF
010629.OF,广发可转债E
010476.OF,太平恒久纯债
010340.OF,易方达高质量严选三年持有
010304.OF,华泰柏瑞量化创盈C
010303.OF,华泰柏瑞量化创盈A
010531.OF,申万菱信电子行业C
010502.OF,财通裕泰87个月定开
010171.OF,中银证券鑫瑞6个月持有C
010170.OF,中银证券鑫瑞6个月持有A
009852.OF,银华品质消费
010330.OF,东吴兴享成长A
010444.OF,南方誉尚一年持有期A
010453.OF,广发瑞福精选C
009480.OF,中银中证100ETF联接C
010452.OF,广发瑞福精选A
010462.OF,中信保诚嘉润66个月定开
009479.OF,中银中证100ETF联接A
009836.OF,渤海汇金汇裕87个月定开
010269.OF,太平睿安C
010268.OF,太平睿安A
010343.OF,华宝富时100A
010344.OF,华宝富时100C
010329.OF,博时荣华C
010328.OF,博时荣华A
009442.OF,中银养老目标日期2040
010428.OF,兴银策略智选C
010427.OF,兴银策略智选A
010224.OF,海富通中证A100C
010445.OF,南方誉尚一年持有期C
010393.OF,工银健康生活A
010394.OF,工银健康生活C
010583.OF,富国蓝筹精选美元
010510.OF,工银14天理财C
010591.OF,富国中国中小盘美元
010573.OF,华润元大富时中国A50C
010512.OF,工银7天理财C
010461.OF,民生加银康利
010311.OF,中银沪深300指数增强C
010455.OF,博时产业精选A
010456.OF,博时产业精选C
010429.OF,中欧睿见A
010479.OF,鹏华丰颐
010482.OF,汇添富盛和66个月定开债
010508.OF,博时鑫康A
010193.OF,农银养老2045五年A
010511.OF,博时鑫康C
010409.OF,富国消费精选30A
009266.OF,鹏扬景合六个月持有
010296.OF,万家互联互通中国优势量化策略A
010388.OF,易方达医药生物C
010283.OF,中信建投智享生活C
010001.OF,创金合信研究精选A
009396.OF,大成安诚A
009397.OF,大成安诚C
009816.OF,大摩丰裕63个月定开
010112.OF,广发研究精选A
010205.OF,国寿安保裕安A
010387.OF,易方达医药生物A
010113.OF,广发研究精选C
010282.OF,中信建投智享生活A
010036.OF,广发恒通六个月持有A
009389.OF,天弘智荟6个月持有A
010057.OF,平安瑞兴1年持有C
010272.OF,国富价值成长一年持有C
009390.OF,天弘智荟6个月持有C
009779.OF,长信消费升级C
010038.OF,广发恒通六个月持有C
010271.OF,国富价值成长一年持有A
010056.OF,平安瑞兴1年持有A
010431.OF,招商安阳C
010430.OF,招商安阳A
009830.OF,长城优选增强六个月持有C
009829.OF,长城优选增强六个月持有A
009778.OF,长信消费升级A
010002.OF,创金合信研究精选C
010439.OF,汇添富稳健汇盈一年持有
010206.OF,国寿安保裕安C
010221.OF,海富通消费核心资产C
010399.OF,中加科享C
010220.OF,海富通消费核心资产A
010297.OF,万家互联互通中国优势量化策略C
010398.OF,中加科享A
010556.OF,汇添富沪深300指数增强C
005530.OF,汇添富沪深300指数增强A
009304.OF,恒生前海恒颐五年定开C
009303.OF,恒生前海恒颐五年定开A
009738.OF,格林泓安63个月定开
010390.OF,易方达科益C
010389.OF,易方达科益A
009773.OF,嘉实彭博国开债1-5年C
009772.OF,嘉实彭博国开债1-5年A
009685.OF,景顺长城景泰宝利一年定开
010308.OF,东财信息产业精选C
010237.OF,安信创新先锋A
009953.OF,华泰柏瑞锦乾
010500.OF,中银创新医疗C
010484.OF,中银量化精选C
010215.OF,中欧达益稳健一年持有A
010432.OF,广发国证2000ETF联接C
010386.OF,华安汇嘉精选C
010385.OF,华安汇嘉精选A
010238.OF,安信创新先锋C
010307.OF,东财信息产业精选A
010216.OF,中欧达益稳健一年持有C
472007.OF,汇添富利率债
008615.OF,浙商汇金聚泓两年定开A
010363.OF,信澳匠心臻选两年持有
008616.OF,浙商汇金聚泓两年定开C
910022.OF,东方红启航三年持有A
010464.OF,鹏扬淳稳66个月定开C
010463.OF,鹏扬淳稳66个月定开A
010505.OF,申万菱信创业板量化精选C
010225.OF,东方红启航三年持有B
009748.OF,汇丰晋信惠安纯债63个月定开
010118.OF,天弘多元收益A
010119.OF,天弘多元收益C
009942.OF,财通资管鸿益中短债E
009175.OF,浙商中债1-5年金融债A
009176.OF,浙商中债1-5年金融债C
009203.OF,鹏扬稳利A
009204.OF,鹏扬稳利C
010146.OF,格林中短债C
010145.OF,格林中短债A
010182.OF,兴业优势产业C
010351.OF,诺安中证A100C
010187.OF,嘉实核心成长C
010203.OF,天弘中证科技100指数增强C
010293.OF,华商量化优质精选
010186.OF,嘉实核心成长A
010143.OF,交银启欣
010181.OF,兴业优势产业A
010356.OF,诺安创业板指数增强C
010352.OF,诺安沪深300指数增强C
010355.OF,诺安中证500指数增强C
010349.OF,诺安低碳经济C
010202.OF,天弘中证科技100指数增强A
010301.OF,达诚成长先锋A
008337.OF,宝盈祥裕增强回报C
010228.OF,平安鼎弘C
010229.OF,平安鼎弘D
008336.OF,宝盈祥裕增强回报A
009436.OF,长城恒泰养老2040三年
010305.OF,华夏创新驱动A
010306.OF,华夏创新驱动C
010302.OF,达诚成长先锋C
010365.OF,鹏华港股通中证香港银行C
010366.OF,鹏华中证医药卫生C
010364.OF,鹏华中证空天军工C
009842.OF,东方红明鉴优选两年定开
010063.OF,南方行业精选一年C
010062.OF,南方行业精选一年A
010180.OF,华夏科技龙头两年持有
010433.OF,广发新兴产业精选C
010292.OF,东方红核心优选一年C
010419.OF,申万菱信中证环保产业C
010326.OF,博时消费创新A
010147.OF,博道嘉兴一年持有
010327.OF,博时消费创新C
513300.SH,纳斯达克ETF
010189.OF,中欧添益一年持有C
010188.OF,中欧添益一年持有A
010110.OF,广发医药健康A
010111.OF,广发医药健康C
009923.OF,华夏鼎富C
009922.OF,华夏鼎富A
009941.OF,格林稳健价值C
009940.OF,格林稳健价值A
008028.OF,申万菱信安泰广利63个月定开
009980.OF,新华安享惠融88个月定开C
009979.OF,新华安享惠融88个月定开A
010291.OF,华泰柏瑞研究精选C
010201.OF,农银汇理智增一年定开
009995.OF,嘉实创新先锋C
009994.OF,嘉实创新先锋A
010434.OF,红土创新医疗保健
010265.OF,鹏华成长智选C
010264.OF,鹏华成长智选A
010199.OF,长信添利安心收益A
010298.OF,汇添富品牌驱动六个月持有
010200.OF,长信添利安心收益C
009818.OF,红塔红土稳健精选C
009817.OF,红塔红土稳健精选A
010321.OF,中银大健康C
008827.OF,建信易盛郑商所能源化工期货ETF联接A
008828.OF,建信易盛郑商所能源化工期货ETF联接C
010324.OF,广发招财短债E
010083.OF,中银欣享利率债
010312.OF,中银金融地产C
009608.OF,广发中证500指数增强A
009609.OF,广发中证500指数增强C
900052.OF,中信证券臻选回报两年持有B
900152.OF,中信证券臻选回报两年持有C
900022.OF,中信证券臻选回报两年持有A
860056.OF,光大阳光优选一年持有C
860055.OF,光大阳光优选一年持有B
860006.OF,光大阳光优选一年持有A
009820.OF,嘉实浦惠6个月持有A
009821.OF,嘉实浦惠6个月持有C
009160.OF,前海联合智选3个月持有C
009159.OF,前海联合智选3个月持有A
880007.OF,招商资管智远成长A
881007.OF,招商资管智远成长C
010223.OF,博时双季享六个月持有A
010226.OF,博时双季享六个月持有B
010227.OF,博时双季享六个月持有C
501207.SH,华夏创新未来LOF
501206.SH,添富创新未来LOF
010213.OF,中欧互联网先锋A
010214.OF,中欧互联网先锋C
501208.SH,中欧创新未来LOF
010097.OF,博远鑫享三个月持有C
010096.OF,博远鑫享三个月持有A
009849.OF,安信稳健聚申一年持有A
010098.OF,博远鑫享三个月持有E
009335.OF,工银稳健养老A
009999.OF,东方中国红利
010054.OF,万家健康产业A
010055.OF,万家健康产业C
501205.SH,鹏华创新未来LOF
008005.OF,景顺长城中债3-5年政金债A
008916.OF,华夏中证浙江国资创新发展ETF联接A
008917.OF,华夏中证浙江国资创新发展ETF联接C
009477.OF,中银上海金ETF联接A
009354.OF,浙商科技创新一个月滚动持有C
009353.OF,浙商科技创新一个月滚动持有A
009478.OF,中银上海金ETF联接C
010058.OF,天弘荣创一年持有A
007684.OF,华商转债精选C
006354.OF,国泰民裕进取
007683.OF,华商转债精选A
010034.OF,安信成长精选C
159822.SZ,新经济ETF
010033.OF,安信成长精选A
009804.OF,国泰研究优势A
010211.OF,景顺长城顺鑫回报A
010212.OF,景顺长城顺鑫回报C
009445.OF,华夏上海清算所1-3年高等级国企中期A
010011.OF,景顺长城景颐招利6个月持有A
008006.OF,景顺长城中债3-5年政金债C
009446.OF,华夏上海清算所1-3年高等级国企中期C
009983.OF,永赢港股通品质生活慧选A
159821.SZ,BOCI创业板ETF
010012.OF,景顺长城景颐招利6个月持有C
501203.SH,易基创新未来LOF
010234.OF,华泰柏瑞量化增强C
010246.OF,华泰柏瑞量化先行C
009555.OF,建信中债1-3年农发债C
588090.SH,科创板ETF
588050.SH,科创ETF
009554.OF,建信中债1-3年农发债A
511000.SH,长三角地方债ETF
588080.SH,科创板50ETF
009395.OF,鑫元安鑫回报A
588000.SH,科创50ETF
009358.OF,兴业稳健双利一年A
009359.OF,兴业稳健双利一年C
009919.OF,上银核心成长C
009793.OF,工银瑞益C
009722.OF,平安中债1-5年政策性金融债C
009721.OF,平安中债1-5年政策性金融债A
009500.OF,国寿安保高股息A
009501.OF,国寿安保高股息C
010128.OF,宝盈发展新动能A
010129.OF,宝盈发展新动能C
009885.OF,新华景气行业A
009886.OF,新华景气行业C
009954.OF,北信瑞丰优选成长
009918.OF,上银核心成长A
009792.OF,工银瑞益A
010078.OF,博时恒荣一年持有A
010079.OF,博时恒荣一年持有C
009652.OF,海富通成长甄选C
009651.OF,海富通成长甄选A
010154.OF,中加中证500指数增强C
010153.OF,中加中证500指数增强A
008490.OF,华商鸿畅39个月定开C
008669.OF,方正富邦禾利39个月定开A
008670.OF,方正富邦禾利39个月定开C
008489.OF,华商鸿畅39个月定开A
010025.OF,广发聚丰C
009955.OF,广发鑫裕C
270046.OF,广发景荣
010026.OF,广发聚瑞C
010090.OF,中信建投医药健康A
009971.OF,创金合信核心价值A
009926.OF,博时恒利6个月持有C
010022.OF,广发消费品精选C
010114.OF,华宝新兴成长A
009925.OF,博时恒利6个月持有A
010105.OF,景顺长城消费精选C
009252.OF,蜂巢添元A
010077.OF,湘财长弘C
159823.SZ,H股ETF基金
010127.OF,平安价值成长C
010126.OF,平安价值成长A
010094.OF,交银产业机遇
010135.OF,宏利高研发创新6个月A
010076.OF,湘财长弘A
010123.OF,华泰柏瑞优势领航C
010122.OF,华泰柏瑞优势领航A
009253.OF,蜂巢添元C
010136.OF,宏利高研发创新6个月C
010245.OF,广发品牌消费C
010235.OF,广发资源优选C
010236.OF,广发电子信息传媒产业精选C
010091.OF,中信建投医药健康C
010104.OF,景顺长城消费精选A
009893.OF,大摩优悦安和A
009972.OF,创金合信核心价值C
010325.OF,申万菱信货币E
009770.OF,英大安鑫66个月
009844.OF,华泰紫金丰安27个月定开A
009984.OF,鹏华启航
162720.SZ,广发创业板定开
009845.OF,华泰紫金丰安27个月定开C
009742.OF,鹏华中债-0-3年AA+优选信用债指数A
009743.OF,鹏华中债-0-3年AA+优选信用债指数C
010065.OF,圆信永丰兴研C
010064.OF,圆信永丰兴研A
010155.OF,长盛核心成长A
010142.OF,朱雀企业优选C
007423.OF,西部利得聚禾A
010141.OF,朱雀企业优选A
010156.OF,长盛核心成长C
010151.OF,东财消费精选A
008035.OF,蜂巢恒利A
008036.OF,蜂巢恒利C
007424.OF,西部利得聚禾C
009493.OF,大成尊享18个月持有A
010218.OF,中金瑞泰
009746.OF,鹏华中债1-3隐含评级AAA指数C
008614.OF,浙商汇金安享66个月定开C
009494.OF,大成尊享18个月持有C
009374.OF,浦银安盛MSCI中国A股ETF联接A
009657.OF,华安中债1-5年国开行债券联接C
009656.OF,华安中债1-5年国开行债券联接A
009745.OF,鹏华中债1-3隐含评级AAA指数A
008613.OF,浙商汇金安享66个月定开A
010152.OF,东财消费精选C
009375.OF,浦银安盛MSCI中国A股ETF联接C
010134.OF,广发新经济C
010023.OF,广发制造业精选C
010288.OF,民生加银现金宝B
010024.OF,广发沪港深新起点C
010021.OF,广发优企精选C
000951.OF,中银慧享A
010059.OF,东方红鼎元3个月定开
380011.OF,中银聚享B
010190.OF,嘉实价值发现三个月定开
380010.OF,中银聚享A
000952.OF,中银慧享B
008150.OF,嘉实远见企业精选
009902.OF,易方达悦享一年持有A
009958.OF,长安鑫悦消费驱动A
009789.OF,富安达科技创新A
007693.OF,永赢鼎利C
007692.OF,永赢鼎利A
009757.OF,华宝1-3年国开债A
010116.OF,民生加银新兴产业A
009959.OF,长安鑫悦消费驱动C
010080.OF,中欧优势成长
010117.OF,民生加银新兴产业C
010053.OF,安信聚利增强B
010132.OF,南方创新成长A
009752.OF,大摩灵动优选A
010106.OF,华夏核心科技6个月定开A
010107.OF,华夏核心科技6个月定开C
009903.OF,易方达悦享一年持有C
008818.OF,汇安恒鑫12个月定开
010133.OF,南方创新成长C
515530.SH,中证500ETF泰康
009912.OF,九泰天富改革新动力C
009998.OF,摩根慧见两年持有
009044.OF,浦银安盛盛毅一年定开
010130.OF,海富通惠增一年定开A
515760.SH,浙江国资ETF
010165.OF,太平丰和一年定开
009383.OF,人保稳进配置三个月持有
009452.OF,光大尊裕纯债一年定开
009914.OF,富国成长动力A
010131.OF,海富通惠增一年定开C
009856.OF,中加新兴成长C
009855.OF,中加新兴成长A
920012.OF,中金汇越量化对冲策略3个月定开A
920926.OF,中金汇越量化对冲策略3个月定开C
010160.OF,广发高端制造C
900008.OF,中信证券稳健回报A
900078.OF,中信证券稳健回报C
010183.OF,南方创业板ETF联接E
009939.OF,淳厚欣享一年持有C
009974.OF,创金合信核心资产C
009973.OF,创金合信核心资产A
010101.OF,创金合信鼎诚3个月定开C
009843.OF,中金泰顺12个月定开
010100.OF,创金合信鼎诚3个月定开A
010185.OF,中金瑞康
009931.OF,淳厚欣享一年持有A
009993.OF,嘉实前沿创新
010060.OF,华泰柏瑞景利A
010061.OF,华泰柏瑞景利C
010109.OF,富国价值增长A
009601.OF,招商科技动力3个月滚动持有A
009602.OF,招商科技动力3个月滚动持有C
010208.OF,平安日增利B
006960.OF,浦银安盛中债3-5年农发债C
009694.OF,华安安利
006959.OF,浦银安盛中债3-5年农发债A
510370.SH,300指数ETF
009506.OF,富荣富恒两年定开
009867.OF,工银创新精选一年定开A
009960.OF,银华多元机遇
008731.OF,招商添浩A
009897.OF,广发港股通成长精选C
009679.OF,浙商惠隆39个月定开
009872.OF,中欧责任投资A
009873.OF,中欧责任投资C
009896.OF,广发港股通成长精选A
009720.OF,民生加银景气行业C
008732.OF,招商添浩C
009709.OF,民生加银策略精选C
009706.OF,民生加银城镇化C
008773.OF,中银景泰回报
009868.OF,工银创新精选一年定开C
009490.OF,泰康科技创新一年定开
009187.OF,天弘聚新三个月定开C
010045.OF,汇添富稳健添盈一年
009186.OF,天弘聚新三个月定开A
010173.OF,易方达增金宝B
008813.OF,招商中债-1-3年国开债A
010050.OF,长城成长先锋C
009913.OF,中信保诚成长动力A
009884.OF,民生加银康宁平衡养老(FOF)A
010004.OF,景顺长城电子信息产业C
010003.OF,景顺长城电子信息产业A
008746.OF,财通多利A
010049.OF,长城成长先锋A
008890.OF,中邮价值优选
008814.OF,招商中债-1-3年国开债C
009988.OF,信澳蓝筹精选
007668.OF,广发养老2035三年持有A
009457.OF,红土创新纯债A
010047.OF,博时金福安一年持有C
010159.OF,中银医疗保健C
008842.OF,同泰远见A
008843.OF,同泰远见C
009306.OF,平安惠铭纯债
010051.OF,长城工资宝C
010172.OF,中银新回报C
010167.OF,中银多策略C
010150.OF,南方君信C
970010.OF,方正证券金立方一年持有C
970009.OF,方正证券金立方一年持有A
009458.OF,红土创新纯债C
009642.OF,富国荣利一年定开
009115.OF,鹏扬景泓回报C
009600.OF,嘉实安泽一年定开
009114.OF,鹏扬景泓回报A
010030.OF,富国稳进回报12个月持有C
010046.OF,博时金福安一年持有A
010029.OF,富国稳进回报12个月持有A
009597.OF,泰康创新成长C
010000.OF,长城中国智造C
009596.OF,泰康创新成长A
008824.OF,民生加银瑞鑫一年定开
008723.OF,永赢鑫享A
009415.OF,中邮瑞享两年定开A
009796.OF,大成汇享一年持有A
009767.OF,安信平稳双利3个月持有C
009797.OF,大成汇享一年持有C
009766.OF,安信平稳双利3个月持有A
009901.OF,易方达磐固六个月持有C
009900.OF,易方达磐固六个月持有A
009416.OF,中邮瑞享两年定开C
160529.SZ,创业板博时定开
160425.OF,华安创业板两年定开
009340.OF,工银养老2055A
009765.OF,惠升和煦88个月定开
010093.OF,西部利得港股通新机遇C
009937.OF,东方欣益一年持有期A
008648.OF,嘉实致业一年定开
009938.OF,东方欣益一年持有期C
009774.OF,财通资管优选回报一年持有
009370.OF,浦银安盛睿和优选3个月持有A
009537.OF,太平行业优选A
009371.OF,浦银安盛睿和优选3个月持有C
009538.OF,太平行业优选C
009495.OF,大成景轩中高等级A
009496.OF,大成景轩中高等级C
009799.OF,中银证券安汇三年定开
009641.OF,中银证券优选行业龙头C
009640.OF,中银证券优选行业龙头A
005302.OF,前海开源弘泽C
005301.OF,前海开源弘泽A
010017.OF,华夏科技前沿6个月定开C
010016.OF,华夏科技前沿6个月定开A
160143.SZ,创业板定开南方
008686.OF,大成景优A
009579.OF,东方红鑫安39个月定开
008687.OF,大成景优C
008060.OF,景顺长城价值边际A
009990.OF,华泰柏瑞品质优选A
008602.OF,方正富邦新兴成长A
009523.OF,宝盈聚福39个月定开A
009991.OF,华泰柏瑞品质优选C
008603.OF,方正富邦新兴成长C
518890.SH,中银上海金ETF
009929.OF,南方创新驱动A
009930.OF,南方创新驱动C
009605.OF,安信永顺一年定开债
009898.OF,民生加银医药健康A
009987.OF,天弘创新领航C
009986.OF,天弘创新领航A
009524.OF,宝盈聚福39个月定开C
009807.OF,东方红招盈甄选一年持有C
009556.OF,兴全合丰三年持有
009806.OF,东方红招盈甄选一年持有A
010010.OF,国投瑞银港股通6个月定开
009593.OF,国泰中债1-3年国开债A
009848.OF,圆信永丰研究精选C
005347.OF,诺德量化优选
009594.OF,国泰中债1-3年国开债C
009805.OF,国泰医药健康A
009710.OF,诺德新盛C
009754.OF,中欧美益稳健两年C
010018.OF,招商瑞泽一年持有A
009105.OF,兴业嘉荣一年定开
010019.OF,招商瑞泽一年持有C
009733.OF,创金合信港股通大消费精选A
009734.OF,创金合信港股通大消费精选C
009847.OF,圆信永丰研究精选A
009753.OF,中欧美益稳健两年A
010005.OF,鹏扬现金通利E
008930.OF,中加安瑞平衡养老目标三年
009476.OF,建信食品饮料行业A
009989.OF,华宝研究精选
009906.OF,诺德安瑞39个月定开
009800.OF,长盛制造精选A
009801.OF,长盛制造精选C
010020.OF,华夏线上经济主题精选
502056.SH,医疗基金LOF
008012.OF,前海联合淳丰87个月定开债A
009881.OF,广发中证医疗联接C
008013.OF,前海联合淳丰87个月定开债C
008360.OF,鹏扬淳选一年定开
009967.OF,博时荣泰
009385.OF,天弘永裕平衡养老目标三年A
009784.OF,安信尊享添利A
009894.OF,前海开源惠盈39个月定开
009785.OF,安信尊享添利C
009920.OF,鹏华年年红一年持有期A
009209.OF,长信稳利资产配置一年
009889.OF,华润元大润禧39个月定开A
009553.OF,财通资管丰乾39个月定开C
009552.OF,财通资管丰乾39个月定开A
009890.OF,华润元大润禧39个月定开C
009883.OF,华润元大核心动力C
009882.OF,华润元大核心动力A
007691.OF,永赢泽利一年定开
009899.OF,上银内需增长A
009921.OF,鹏华年年红一年持有期C
008612.OF,国投瑞银顺恒纯债
010013.OF,易方达信息行业精选A
008384.OF,银华汇益一年持有A
008385.OF,银华汇益一年持有C
007432.OF,华泰保兴久盈63个月定开
008506.OF,浙商中短债C
008505.OF,浙商中短债A
008581.OF,九泰久嘉纯债3个月定开C
009665.OF,汇添富医疗积极成长一年持有C
510760.SH,上证综指ETF
008825.OF,民生加银瑞盈纯债一年定开
008900.OF,国联安增泰一年定开
008601.OF,大成景和C
008600.OF,大成景和A
008564.OF,银河臻优稳健配置C
008563.OF,银河臻优稳健配置A
008580.OF,九泰久嘉纯债3个月定开A
168207.SZ,创业定开
009664.OF,汇添富医疗积极成长一年持有A
009038.OF,浦银安盛普庆纯债C
009037.OF,浦银安盛普庆纯债A
009042.OF,浦银安盛普天纯债C
009783.OF,富国兴泉回报12个月持有C
009876.OF,天弘甄选食品饮料C
009316.OF,交银中债1-3年政策性金融债C
009315.OF,交银中债1-3年政策性金融债A
009041.OF,浦银安盛普天纯债A
009707.OF,工银新兴制造A
009708.OF,工银新兴制造C
009875.OF,天弘甄选食品饮料A
010037.OF,华泰柏瑞价值增长C
010031.OF,华泰柏瑞生物医药C
010032.OF,华泰柏瑞战略新兴产业C
